2026-05-17 19:57:46.230 | INFO     | vkbottle.framework.base:polling:20 - Starting BotPolling for <API token_generator=<<class 'vkbottle.api.token_generator.single.SingleTokenGenerator'>>...>
2026-05-17 19:57:46.231 | DEBUG    | vkbottle.polling.bot_polling:get_server:49 - Getting polling server...
2026-05-17 19:57:46.231 | DEBUG    | vkbottle.api.api:validate_request:116 - API request was validated
2026-05-17 19:57:46.293 | INFO     | __main__:main:213 - Сервер запущен на порту 10000. Бот слушает сообщения...
2026-05-17 19:57:46.423 | DEBUG    | vkbottle.api.api:request:78 - Request groups.getById with {} data returned {"response":{"groups":[{"id":219181948,"name":"АНТИ-ТАР  Натальная карта","screen_name":"taroanti","is_closed":0,"type":"group","photo_50":"https:\/\/sun36-1.vkuserphoto.ru\/s\/v1\/ig2\/Uj7IzoeTpzY-8WcrzJ9eMmeX9LZ5dCIsPB-_o_rc9c6PcqBVPYnuD5EhPo3TttIMHnBNKYl2FLv9eng_AiOWSVy_.jpg?quality=95&crop=470,372,409,409&as=32x32,48x48,72x72,108x108,160x160,240x240,360x360&ava=1&cs=50x50","photo_100":"https:\/\/sun36-1.vkuserphoto.ru\/s\/v1\/ig2\/Uj7IzoeTpzY-8WcrzJ9eMmeX9LZ5dCIsPB-_o_rc9c6PcqBVPYnuD5EhPo3TttIMHnBNKYl2FLv9eng_AiOWSVy_.jpg?quality=95&crop=470,372,409,409&as=32x32,48x48,72x72,108x108,160x160,240x240,360x360&ava=1&cs=100x100","photo_200":"https:\/\/sun36-1.vkuserphoto.ru\/s\/v1\/ig2\/Uj7IzoeTpzY-8WcrzJ9eMmeX9LZ5dCIsPB-_o_rc9c6PcqBVPYnuD5EhPo3TttIMHnBNKYl2FLv9eng_AiOWSVy_.jpg?quality=95&crop=470,372,409,409&as=32x32,48x48,72x72,108x108,160x160,240x240,360x360&ava=1&cs=200x200"}],"profiles":[]}}
2026-05-17 19:57:46.425 | DEBUG    | vkbottle.api.api:validate_response:108 - API response was validated
2026-05-17 19:57:46.427 | DEBUG    | vkbottle.api.api:validate_request:116 - API request was validated
2026-05-17 19:57:46.505 | DEBUG    | vkbottle.api.api:request:78 - Request groups.getLongPollServer with {'group_id': 219181948} data returned {"response":{"key":"eyJhbGciOiJFZERTQSIsInR5cCI6IkpXVCJ9.eyJxdWV1ZV9pZCI6IjIxOTE4MTk0OCIsInVudGlsIjoxNzc5MDQwNjY2Mzc0ODE4Mjk3fQ.eeAWMdTKpZHxyqea14ffqTHx03FKsuk0VpptvC77jr1Uwmmp83UqNvuFkDVAxpYoGVv2i1jd8VBUOIk3vcGjCg","server":"https:\/\/lp.vk.ru\/whp\/219181948","ts":"4818"}}
2026-05-17 19:57:46.506 | DEBUG    | vkbottle.api.api:validate_response:108 - API response was validated
2026-05-17 19:57:46.507 | DEBUG    | vkbottle.polling.base:listen:73 - Starting listening to BotPolling longpoll
2026-05-17 19:57:46.508 | DEBUG    | vkbottle.polling.bot_polling:get_event:36 - Making long request to get event with longpoll...
2026-05-17 19:57:47.276 | INFO     | modules.utils.photos:warmup_task:101 - Синхронизация ассетов ожидала ручного запуска. Режим тишины активен.
2026-05-17 19:58:08.482 | DEBUG    | vkbottle.framework.base:polling:23 - New event was received: {'ts': '4818', 'updates': []}
2026-05-17 19:58:08.483 | DEBUG    | vkbottle.polling.bot_polling:get_event:36 - Making long request to get event with longpoll...
